id,Y18
5002,33.39784
5003,33.089825
5004,32.657757
5005,29.262957
5006,29.602226
5007,30.863821
5008,30.726368
5009,30.046566
5010,28.219437
5011,28.55947
5012,28.220787
5013,27.578129
5014,27.094337
5015,26.81925
5016,26.233816
5017,25.925945
5018,25.522604
5019,25.304605
5020,24.939209
5021,24.672386
5022,24.435081
5023,24.336855
5024,24.162136
5025,23.884457
5026,23.555786
5027,23.354357
5028,23.29222
5029,23.218397
5030,23.21292
5031,22.800323
5032,22.57802
5033,22.51793
5034,22.27348
5035,22.294424
5036,22.188435
5037,21.999205
5038,21.879114
5039,21.680239
5040,21.500362
5041,21.443502
5042,21.395504
5043,21.30331
5044,21.16989
5045,21.104446
5046,20.937054
5047,20.919039
5048,20.81504
5049,20.743145
5050,20.616373
5051,20.47494
5052,20.356106
5053,20.26552
5054,20.132391
5055,19.987818
5056,19.849405
5057,19.718832
5058,19.570255
5059,19.392963
5060,19.304747
5061,19.245516
5062,19.167637
5063,19.093777
5064,19.002037
5065,18.928959
5066,18.822441
5067,18.754532
5068,18.63179
5069,18.51577
5070,18.450443
5071,18.378275
5072,18.314526
5073,18.273949
5074,18.270428
5075,18.405876
5076,18.588108
5077,19.061329
5078,19.370115
5079,20.029877
5080,20.403812
5081,21.13789
5082,21.77855
5083,22.58894
5084,23.1657
5085,23.845024
5086,24.469645
5087,25.501614
5088,26.228546
5089,26.92458
5090,27.665232
5091,28.506338
5092,29.289804
5093,29.6075
5094,32.326637
5095,32.947117
5096,33.3481
5097,33.948456
5098,34.520428
5099,35.04999
5100,35.253967
5101,35.878273
5102,36.28553
5103,36.60843
5104,36.820805
5105,37.329475
5106,37.519485
5107,37.770096
5108,38.225994
5109,38.18997
5110,38.486343
5111,38.48671
5112,38.8074
5113,39.013878
5114,39.103474
5115,39.240623
5116,39.306637
5117,39.14645
5118,39.427483
5119,39.267555
5120,39.39702
5121,39.34442
5122,39.237858
5123,39.07905
5124,38.940098
5125,38.97151
5126,38.902607
5127,38.61506
5128,38.52015
5129,37.701527
5130,37.95736
5131,37.86833
5132,37.38503
5133,36.83136
5134,37.216267
5135,36.53275
5136,36.419514
5137,36.103916
5138,35.81548
5139,35.55117
5140,35.296898
5141,34.877254
5142,34.516415
5143,34.5259
5144,34.209743
5145,33.4125
5146,33.348156
5147,32.785954
5148,31.950987
5149,31.06434
5150,30.485481
5151,29.936296
5152,29.444294
5153,26.488026
5154,29.604204
5155,29.456352
5156,29.314987
5157,28.802158
5158,28.240042
5159,27.864098
5160,27.471468
5161,27.4195
5162,27.126186
5163,26.932629
5164,26.720686
5165,26.498932
5166,26.436403
5167,26.133709
5168,26.014755
5169,25.880648
5170,25.753786
5171,25.70841
5172,25.53002
5173,25.417324
5174,25.270054
5175,25.031221
5176,24.714388
5177,24.597267
5178,24.52214
5179,24.313414
5180,24.119053
5181,23.912703
5182,23.701483
5183,23.585598
5184,23.446636
5185,23.233284
5186,23.188015
5187,22.99104
5188,22.87207
5189,22.696041
5190,22.516018
5191,22.370314
5192,22.282675
5193,22.153767
5194,22.12623
5195,21.954142
5196,21.843605
5197,21.838058
5198,21.684134
5199,21.659948
5200,21.473677
5201,21.384647
5202,21.338837
5203,21.219604
5204,21.109701
5205,21.03987
5206,20.94943
5207,20.910097
5208,20.835102
5209,20.679409
5210,20.654425
5211,20.59887
5212,20.56136
5213,20.483332
5214,20.528374
5215,20.550293
5216,20.476395
5217,20.378279
5218,20.272083
5219,20.344612
5220,20.684093
5221,21.024254
5222,21.123503
5223,21.192524
5224,21.636986
5225,21.675045
5226,22.078062
5227,22.54642
5228,22.931767
5229,23.466759
5230,23.42238
5231,23.466856
5232,23.865831
5233,24.153568
5234,24.272638
5235,24.299578
5236,24.331795
5237,24.504612
5238,24.44355
5239,24.37118
5240,24.281433
5241,24.002474
5242,24.063263
5243,23.806168
5244,23.712517
5245,23.765818
5246,23.826654
5247,23.91499
5248,23.839033
5249,23.998098
5250,24.241669
5251,24.384424
5252,24.646671
5253,24.993586
5254,25.22433
5255,25.285831
5256,25.365585
5257,25.335
5258,25.593235
5259,25.532362
5260,25.582384
5261,25.752115
5262,25.621296
5263,25.477697
5264,24.88893
5265,24.70371
5266,24.323914
5267,24.529398
5268,24.65572
5269,24.569138
5270,24.607874
5271,24.58037
5272,25.064196
5273,25.355358
5274,25.452984
5275,25.78034
5276,26.323301
5277,26.461302
5278,26.463856
5279,26.219196
5280,26.405079
5281,26.634138
5282,26.900791
5283,26.841314
5284,26.879198
5285,27.307938
5286,26.636843
5287,26.409582
5288,26.214647
5289,26.46182
5290,26.417477
5291,25.564207
5292,25.50194
5293,24.934927
5294,24.82781
5295,24.599754
5296,24.458284
5297,24.115294
5298,23.757027
5299,23.678782
5300,23.378645
5301,23.255802
5302,23.202433
5303,22.957949
5304,22.775682
5305,22.580196
5306,22.464281
5307,22.451254
5308,22.414843
5309,22.297825
5310,22.211355
5311,22.017467
5312,21.886711
5313,21.827494
5314,21.847597
5315,21.806614
5316,21.762262
5317,21.724695
5318,21.697836
5319,21.694302
5320,21.704582
5321,21.71143
5322,21.707932
5323,21.68761
5324,21.672874
5325,21.600052
5326,21.568644
5327,21.534174
5328,21.518957
5329,21.50304
5330,21.501957
5331,21.499931
5332,21.497734
5333,21.496517
5334,21.539473
5335,21.521997
5336,21.523632
5337,21.495657
5338,21.43822
5339,21.451088
5340,21.468689
5341,21.464027
5342,21.447796
5343,21.47964
5344,21.453367
5345,21.474022
5346,21.45857
5347,21.520483
5348,21.512812
5349,21.472076
5350,21.494646
5351,21.501635
5352,21.503965
5353,21.498524
5354,21.484243
5355,21.486351
5356,21.502432
5357,21.536795
5358,21.517849
5359,21.542059
5360,21.538782
5361,21.604574
5362,21.53295
5363,21.586264
5364,21.648895
5365,21.692274
5366,21.850042
5367,21.74965
5368,21.69234
5369,21.900715
5370,22.094656
5371,22.329132
5372,22.593708
5373,23.311335
5374,23.618658
5375,23.74101
5376,24.072271
5377,24.631176
5378,24.866266
5379,24.880949
5380,24.850336
5381,24.783205
5382,24.883064
5383,25.330126
5384,26.259258
5385,27.517843
5386,29.327637
5387,29.657583
5388,29.961674
5389,30.551552
5390,32.009377
5391,32.831764
5392,32.22934
5393,32.302708
5394,33.53292
5395,32.129475
5396,31.477692
5397,31.07548
5398,31.06901
5399,30.225033
5400,30.169743
5401,30.642965
5402,30.260284
5403,29.700533
5404,29.694057
5405,29.426622
5406,29.29241
5407,29.955683
5408,31.566921
5409,32.364265
5410,32.207874
5411,31.517588
5412,31.329147
5413,31.504007
5414,31.392548
5415,31.553814
5416,31.654318
5417,31.615068
5418,31.46234
5419,32.48403
5420,32.66983
5421,33.505554
5422,31.806837
5423,31.803637
5424,32.598797
5425,31.758047
5426,30.91721
5427,31.89717
5428,33.320866
5429,32.38674
5430,30.77595
5431,28.914938
5432,31.310287
5433,31.041855
5434,31.437721
5435,32.07556
5436,30.54507
5437,29.63242
5438,29.50911
5439,28.966053
5440,28.47822
5441,28.073076
5442,28.033484
5443,27.989363
5444,27.673622
5445,27.256222
5446,26.883568
5447,26.31019
5448,26.136826
5449,25.865423
5450,25.492233
5451,25.232721
5452,25.050491
5453,25.078976
5454,24.927488
5455,24.964516
5456,24.799097
5457,24.673088
5458,24.547155
5459,24.370054
5460,24.33026
5461,24.24353
5462,24.26792
5463,24.24249
5464,24.151108
5465,24.062916
5466,24.02774
5467,24.017796
5468,23.974789
5469,23.90144
5470,23.818172
5471,23.739605
5472,23.64664
5473,23.55899
5474,23.48045
5475,23.439291
5476,23.417192
5477,23.363785
5478,23.354086
5479,23.252821
5480,23.183245
5481,23.160503
5482,23.07976
5483,23.041567
5484,23.072403
5485,23.077326
5486,22.951542
5487,22.879908
5488,22.85083
5489,22.791039
5490,22.70312
5491,22.736345
5492,22.736366
5493,22.721508
5494,22.735363
5495,22.772688
5496,22.80788
5497,22.781052
5498,22.81489
5499,22.795341
5500,22.75593
5501,22.72132
5502,22.70169
5503,22.634848
5504,22.675129
5505,22.734055
5506,22.650429
5507,22.699606
5508,22.681307
5509,22.940004
5510,22.975325
5511,23.502066
5512,23.759995
5513,23.923117
5514,24.227612
5515,24.933952
5516,25.32537
5517,25.23349
5518,25.32198
5519,25.713459
5520,25.532152
5521,25.711246
5522,26.41015
5523,26.868898
5524,27.286121
5525,28.066124
5526,29.420887
5527,30.454596
5528,30.81504
5529,28.951857
5530,28.816694
5531,29.023115
5532,31.708397
5533,31.73982
5534,30.446186
5535,29.988497
5536,29.237885
5537,31.629595
5538,31.605368
5539,34.235844
5540,36.31469
5541,35.733818
5542,34.51663
5543,36.22245
5544,34.382416
5545,36.54056
5546,35.755177
5547,35.301086
5548,36.358177
5549,35.73628
5550,34.738773
5551,34.863102
5552,35.405422
5553,35.566067
5554,35.020054
5555,32.732445
5556,35.151688
5557,36.35729
5558,36.208363
5559,36.55613
5560,36.80269
5561,37.054695
5562,36.843872
5563,37.059002
5564,36.775658
5565,34.86727
5566,35.08398
5567,34.41806
5568,33.86619
5569,33.507217
5570,34.109818
5571,33.303257
5572,33.04409
5573,31.60579
5574,30.849491
5575,30.166359
5576,29.265099
5577,28.99485
5578,28.527685
5579,27.872248
5580,27.330288
5581,27.111906
5582,27.728148
5583,27.395521
5584,27.439325
5585,27.211737
5586,26.887638
5587,26.942944
5588,26.349087
5589,26.160679
5590,25.763077
5591,25.490713
5592,25.154245
5593,25.05505
5594,24.856426
5595,24.675266
5596,24.531662
5597,24.40785
5598,24.366264
5599,24.245878
5600,24.217169
5601,24.132374
5602,24.07964
5603,24.040653
5604,23.969671
5605,23.906313
5606,23.842468
5607,23.826698
5608,23.74764
5609,23.728096
5610,23.648369
5611,23.6125
5612,23.59856
5613,23.553427
5614,23.555098
5615,23.522818
5616,23.458153
5617,23.461628
5618,23.372175
5619,23.230171
5620,23.170853
5621,23.111761
5622,23.076216
5623,22.981764
5624,22.96394
5625,22.922752
5626,22.856598
5627,22.76559
5628,22.66136
5629,22.509789
5630,22.468182
5631,22.43682
5632,22.395262
5633,22.283787
5634,22.241774
5635,22.193409
5636,22.108992
5637,22.119898
5638,22.111704
5639,22.08628
5640,22.029457
5641,21.95568
5642,21.89746
5643,21.860918
5644,21.856403
5645,21.821772
5646,21.816856
5647,21.796741
5648,21.795315
5649,21.757082
5650,21.768482
5651,21.807657
5652,21.744238
5653,21.874626
5654,21.91995
5655,22.045979
5656,22.054087
5657,22.32807
5658,22.543028
5659,22.516548
5660,22.629364
5661,22.997337
5662,23.031551
5663,23.185478
5664,23.363064
5665,23.741892
5666,23.550924
5667,23.461948
5668,23.433176
5669,23.254578
5670,23.5473
5671,23.766617
5672,24.208559
5673,24.355865
5674,24.927706
5675,25.347248
5676,25.63134
5677,26.16017
5678,26.381989
5679,26.744253
5680,27.069387
5681,27.514715
5682,27.79802
5683,28.147604
5684,28.247725
5685,27.84815
5686,27.98349
5687,28.254597
5688,27.91637
5689,28.67972
5690,28.29716
5691,26.827017
5692,27.535284
5693,27.654602
5694,27.688004
5695,27.912626
5696,27.699999
5697,27.6114
5698,27.041035
5699,26.413397
5700,25.761145
5701,25.025396
5702,24.077091
5703,23.952152
5704,22.574127
5705,22.304808
5706,23.22691
5707,23.497267
5708,23.360426
5709,23.912407
5710,24.870684
5711,24.867752
5712,24.25682
5713,24.263142
5714,23.988392
5715,23.975483
5716,23.976131
5717,24.178703
5718,23.979284
5719,23.71954
5720,23.603916
5721,23.503801
5722,23.479033
5723,23.488358
5724,23.446987
5725,23.031761
5726,23.16922
5727,22.990559
5728,22.910915
5729,22.949564
5730,22.806767
5731,22.693617
5732,22.61904
5733,22.45765
5734,22.54365
5735,22.469547
5736,22.316696
5737,22.352848
5738,22.248314
5739,22.20592
5740,22.187738
5741,22.135185
5742,22.100801
5743,22.100136
5744,22.090286
5745,22.047104
5746,22.040852
5747,21.989727
5748,21.965965
5749,21.982338
5750,21.984962
5751,21.980822
5752,22.006514
5753,21.995363
5754,22.00352
5755,22.014719
5756,22.013964
5757,22.006683
5758,22.033585
5759,22.023567
5760,22.01551
5761,21.97739
5762,21.946245
5763,21.870424
5764,21.846102
5765,21.801212
5766,21.735863
5767,21.637554
5768,21.600481
5769,21.595098
5770,21.590141
5771,21.557352
5772,21.483273
5773,21.50179
5774,21.566887
5775,21.592133
5776,21.619814
5777,21.652428
5778,21.674995
5779,21.699202
5780,21.785858
5781,21.780285
5782,21.760647
5783,21.777843
5784,21.763943
5785,21.729353
5786,21.670994
5787,21.5503
5788,21.5251
5789,21.558315
5790,21.544401
5791,21.564014
5792,21.548906
5793,21.59521
5794,21.5449
5795,21.585531
5796,21.730713
5797,21.9159
5798,22.03984
5799,22.22432
5800,22.3465
5801,22.484507
5802,22.738146
5803,22.852009
5804,23.022085
5805,23.182673
5806,23.44332
5807,23.84845
5808,23.936096
5809,24.13963
5810,24.283699
5811,24.261587
5812,24.545666
5813,24.9775
5814,25.02627
5815,24.912481
5816,25.429852
5817,26.154886
5818,27.159801
5819,27.932674
5820,27.711082
5821,27.416174
5822,27.287382
5823,27.81464
5824,28.188282
5825,28.476768
5826,28.57051
5827,28.645061
5828,28.63795
5829,28.58163
5830,29.81262
5831,31.507105
5832,31.475845
5833,30.539627
5834,31.497583
5835,33.264305
5836,33.130943
5837,33.06213
5838,28.588673
5839,33.358685
5840,33.40318
5841,34.25175
5842,34.430725
5843,34.720715
5844,35.329243
5845,36.459984
5846,36.00233
5847,36.213867
5848,34.639633
5849,33.80412
5850,34.146275
5851,34.244587
5852,33.81482
5853,33.42236
5854,33.342213
5855,33.23899
5856,32.080612
5857,32.02771
5858,31.109264
5859,31.824806
5860,31.985983
5861,31.514528
5862,30.317278
5863,29.93286
5864,28.950335
5865,28.648521
5866,28.27742
5867,29.030306
5868,28.385204
5869,28.664198
5870,27.775288
5871,27.842707
5872,27.45664
5873,27.322592
5874,27.101112
5875,26.907465
5876,26.276056
5877,25.832909
5878,25.607975
5879,25.353134
5880,25.0704
5881,24.913591
5882,24.537247
5883,24.560673
5884,24.295717
5885,24.276196
5886,24.172237
5887,24.0368
5888,23.96229
5889,23.873306
5890,23.83727
5891,23.846422
5892,23.87666
5893,23.826065
5894,23.76813
5895,23.752056
5896,23.73519
5897,23.752663
5898,23.693115
5899,23.652576
5900,23.6216
5901,23.579704
5902,23.53724
5903,23.46173
5904,23.475668
5905,23.469006
5906,23.426058
5907,23.420513
5908,23.384909
5909,23.333323
5910,23.297943
5911,23.23006
5912,23.254866
5913,23.204987
5914,23.153643
5915,23.115267
5916,23.095684
5917,23.02874
5918,23.006853
5919,23.006565
5920,22.950706
5921,22.862028
5922,22.840343
5923,22.823233
5924,22.75925
5925,22.70858
5926,22.679472
5927,22.662706
5928,22.696081
5929,22.664259
5930,22.630129
5931,22.545013
5932,22.52987
5933,22.464184
5934,22.38419
5935,22.371376
5936,22.440224
5937,22.373148
5938,22.364353
5939,22.45703
5940,22.7682
5941,22.929102
5942,23.267845
5943,23.654913
5944,23.475397
5945,23.520014
5946,23.630344
5947,23.784662
5948,24.058254
5949,23.914473
5950,24.068707
5951,24.412367
5952,24.660975
5953,25.222248
5954,25.50573
5955,25.671333
5956,26.160913
5957,26.377024
5958,26.389694
5959,26.675776
5960,27.167719
5961,27.252092
5962,27.467707
5963,27.54963
5964,27.297918
5965,27.160774
5966,27.670403
5967,28.07484
5968,28.393229
5969,28.832747
5970,29.232433
5971,30.10774
5972,30.740057
5973,30.193537
5974,30.525433
5975,31.713175
5976,32.539726
5977,32.41825
5978,32.628174
5979,32.575306
5980,32.41959
5981,32.707413
5982,33.759064
5983,33.336235
5984,32.42281
5985,31.602135
5986,31.249676
5987,31.177452
5988,30.5532
5989,30.292747
5990,31.765306
5991,30.75201
5992,30.027107
5993,29.78151
5994,30.01355
5995,30.94442
5996,32.220753
5997,34.15684
5998,34.04705
5999,33.37239
6000,19.307585
6001,31.14052
6002,31.170332
6003,30.857569
6004,30.175268
6005,29.710165
6006,29.559885
6007,29.565252
6008,29.823677
6009,30.178263
6010,28.739214
6011,25.580908
6012,28.531265
6013,29.10406
6014,29.509432
6015,29.219307
6016,29.144592
6017,28.65755
6018,27.873491
6019,27.032372
6020,26.33502
6021,25.791546
6022,25.065262
6023,24.528234
6024,23.973232
6025,23.463398
6026,23.407562
6027,23.059359
6028,22.842638
6029,22.68055
6030,22.591097
6031,22.33578
6032,22.27834
6033,22.170492
6034,21.979145
6035,21.832085
6036,21.57719
6037,21.31462
6038,21.295336
6039,21.12996
6040,20.89334
6041,20.93475
6042,20.713406
6043,20.559237
6044,20.401812
6045,20.399773
6046,20.261517
6047,20.120203
6048,19.9918
6049,19.873627
6050,19.77818
6051,19.717426
6052,19.627226
6053,19.510271
6054,19.421156
6055,19.409891
6056,19.321722
6057,19.250252
6058,19.115524
6059,19.057562
6060,18.940668
6061,18.8144
6062,18.702063
6063,18.622185
6064,18.541597
6065,18.489702
6066,18.374739
6067,18.338373
6068,18.23002
6069,18.181133
6070,18.08585
6071,17.970345
6072,17.872627
6073,17.862522
6074,17.84103
6075,17.756859
6076,17.760626
6077,17.723577
6078,17.688288
6079,17.68509
6080,17.672596
6081,17.667953
6082,17.704565
6083,17.89227
6084,18.022404
6085,18.282024
6086,18.436054
6087,18.907448
6088,19.254082
6089,19.85337
6090,20.156096
6091,20.770676
6092,21.756653
6093,22.248426
6094,22.993853
6095,23.950626
6096,24.70269
6097,25.410395
6098,26.190275
6099,27.196388
6100,27.483307
6101,25.447502
6102,31.087685
6103,31.532354
6104,32.408012
6105,33.265503
6106,32.86052
6107,34.380672
6108,34.932945
6109,34.095333
6110,34.34436
6111,35.054737
6112,34.82037
6113,34.94891
6114,35.705406
6115,36.234028
6116,36.955044
6117,36.429115
6118,37.715645
6119,37.852383
6120,37.605587
6121,37.788826
6122,37.52871
6123,38.3802
6124,38.368618
6125,37.996727
6126,38.546326
6127,38.757084
6128,38.824123
6129,37.67164
6130,34.950897
6131,34.39597
6132,34.99931
6133,36.376556
6134,34.629
6135,36.250668
6136,36.214306
6137,36.22005
6138,35.35088
6139,34.406315
6140,34.316837
6141,33.255516
6142,33.83634
6143,34.394054
6144,34.21512
6145,33.857887
6146,32.736336
6147,32.90959
6148,32.528168
6149,32.220726
6150,32.302635
6151,32.46386
6152,32.28138
6153,31.445961
6154,31.43092
6155,30.951586
6156,30.00633
6157,31.432835
6158,29.028877
6159,29.038797
6160,28.372824
6161,27.145052
6162,25.184652
6163,27.095936
6164,27.00697
6165,26.419876
6166,26.206648
6167,25.701494
6168,25.37394
6169,25.066336
6170,24.798567
6171,24.623833
6172,24.554184
6173,24.487469
6174,24.28122
6175,24.126654
6176,24.020702
6177,23.746191
6178,23.37252
6179,23.227724
6180,23.026016
6181,22.921165
6182,22.74341
6183,22.566504
6184,22.379776
6185,22.249432
6186,22.063995
6187,21.94287
6188,21.756094
6189,21.670675
6190,21.56155
6191,21.359386
6192,21.275578
6193,21.17921
6194,21.06052
6195,20.93169
6196,20.8164
6197,20.704779
6198,20.677427
6199,20.611498
6200,20.508514
6201,20.584154
6202,20.614725
6203,20.450443
6204,20.333345
6205,20.273808
6206,20.1099
6207,20.025736
6208,19.947823
6209,19.868746
6210,19.840252
6211,19.802233
6212,19.734612
6213,19.646996
6214,19.615856
6215,19.521233
6216,19.493013
6217,19.442158
6218,19.374657
6219,19.337387
6220,19.320007
6221,19.260143
6222,19.244291
6223,19.219172
6224,19.175926
6225,19.169014
6226,19.163033
6227,19.242281
6228,19.367975
6229,19.658936
6230,19.902441
6231,20.08913
6232,20.350641
6233,20.796688
6234,20.900421
6235,21.609976
6236,21.653233
6237,22.05421
6238,22.776577
6239,23.501411
6240,23.905546
6241,24.462353
6242,24.357933
6243,24.44152
6244,25.169626
6245,26.04627
6246,26.836853
6247,27.11141
6248,27.223501
6249,28.195892
6250,29.583805
6251,30.20118
6252,29.331598
6253,31.430853
6254,32.249203
6255,34.774643
6256,33.409225
6257,35.600582
6258,34.75201
6259,34.5996
6260,33.96657
6261,34.28503
6262,34.312138
6263,34.313435
6264,34.350704
6265,33.95178
6266,34.323734
6267,35.50488
6268,35.599052
6269,33.498417
6270,34.493267
6271,36.420708
6272,35.32458
6273,34.112545
6274,33.17032
6275,32.096554
6276,31.521605
6277,31.011274
6278,30.675117
6279,30.806479
6280,31.11087
6281,31.686174
6282,32.68577
6283,32.994926
6284,33.028046
6285,32.28328
6286,33.94926
6287,35.17108
6288,34.82615
6289,35.997116
6290,34.705437
6291,33.328724
6292,31.797337
6293,31.692972
6294,31.367863
6295,31.245165
6296,30.461943
6297,30.075
6298,30.28484
6299,30.201536
6300,30.28315
6301,29.818676
6302,17.050085
6303,29.406183
6304,28.856966
6305,28.099941
6306,27.683094
6307,27.219091
6308,26.953907
6309,26.667608
6310,26.242926
6311,25.880611
6312,25.623865
6313,25.365473
6314,25.161646
6315,24.943113
6316,24.645329
6317,24.393082
6318,24.487652
6319,24.145844
6320,23.91394
6321,23.776823
6322,23.642612
6323,23.46444
6324,23.352943
6325,23.2459
6326,22.993462
6327,23.020063
6328,22.76046
6329,22.69024
6330,22.681252
6331,22.550407
6332,22.436993
6333,22.185598
6334,22.080019
6335,22.008078
6336,21.898705
6337,21.739256
6338,21.702864
6339,21.621332
6340,21.475971
6341,21.428234
6342,21.357351
6343,21.27055
6344,21.18524
6345,21.103783
6346,21.027994
6347,20.931614
6348,20.872948
6349,20.73496
6350,20.695747
6351,20.532057
6352,20.452438
6353,20.387806
6354,20.311413
6355,20.175554
6356,20.143812
6357,19.999832
6358,19.959335
6359,19.847809
6360,19.776415
6361,19.769426
6362,19.758947
6363,19.726614
6364,19.638113
6365,19.513548
6366,19.48696
6367,19.365728
6368,19.330162
6369,19.338533
6370,19.365852
6371,19.473312
6372,19.593983
6373,19.902172
6374,20.00303
6375,20.489613
6376,20.94105
6377,21.365131
6378,21.865011
6379,22.568192
6380,23.219788
6381,23.899918
6382,24.481031
6383,25.10793
6384,25.706688
6385,26.638601
6386,27.254272
6387,27.769743
6388,28.683027
6389,29.26468
6390,29.7638
6391,32.150757
6392,32.440197
6393,33.110584
6394,33.737137
6395,34.22993
6396,34.97217
6397,35.528797
6398,35.901356
6399,36.3866
6400,36.716034
6401,37.096893
6402,37.045284
6403,37.611282
6404,37.876625
6405,37.851955
6406,38.155685
6407,37.875248
6408,38.295143
6409,38.647663
6410,38.669643
6411,38.784035
6412,38.89698
6413,38.841694
6414,39.087967
6415,38.891327
6416,39.05293
6417,39.029655
6418,39.06244
6419,38.80328
6420,38.807457
6421,34.93106
6422,34.32998
6423,37.233543
6424,37.503002
6425,37.508213
6426,36.908356
6427,36.19495
6428,35.644695
6429,35.960487
6430,35.038605
6431,35.648777
6432,34.455093
6433,34.35247
6434,34.01027
6435,33.21124
6436,32.651352
6437,32.735443
6438,32.872684
6439,32.556835
6440,32.032795
6441,31.648392
6442,31.252745
6443,30.582813
6444,24.636627
6445,31.254965
6446,31.328941
6447,31.039368
6448,30.5799
6449,30.253609
6450,29.656975
6451,29.30502
6452,28.669518
6453,28.013037
6454,27.297966
6455,26.791687
6456,26.087864
6457,25.956396
6458,25.648773
6459,25.418627
6460,25.164068
6461,24.997995
6462,24.916725
6463,24.603548
6464,24.450691
6465,24.17757
6466,24.00526
6467,23.924574
6468,23.883913
6469,23.771284
6470,23.54558
6471,23.380098
6472,23.28074
6473,23.094559
6474,22.955753
6475,22.896456
6476,22.799326
6477,22.677464
6478,22.562195
6479,22.428371
6480,22.427504
6481,22.329622
6482,22.168928
6483,22.103184
6484,22.056412
6485,22.030123
6486,21.847036
6487,21.861927
6488,21.714504
6489,21.600025
6490,21.50278
6491,21.437883
6492,21.35889
6493,21.221958
6494,21.137821
6495,21.100876
6496,20.99281
6497,20.851105
6498,20.707705
6499,20.67899
6500,20.629143
